,Date,Time,Location,Sub-location,Source,Notes,Longitude,Latitude,Postal,Area
705,2021-01-04,1600h - 1800h,Eastpoint Mall (3 Simei Street 6),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.953050756306,1.3426919975059899,528833,Tampines
706,2021-01-03,1345h - 1445h,White Sands (1 Pasir Ris Central Street 3),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.949749226457,1.37239898072242,518457,Pasir Ris
707,2021-01-03,1920h - 2045h,E!Hub @ Downtown East (1 Pasir Ris Close),Yam's Kitchen,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.955013328302,1.3791844512804399,519599,Pasir Ris
708,2021-01-02,1435h - 1510h,Downtown East (1 Pasir Ris Close),Market Square @ Downtown East,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.955013328302,1.3791844512804399,519599,Pasir Ris
709,2021-01-02,1510h - 1615h,Downtown East (1 Pasir Ris Close),FairPrice,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.955013328302,1.3791844512804399,519599,Pasir Ris
710,2021-01-02,1955h - 2055h,Compass One (1 Sengkang Square),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.89498002538299,1.39209415594051,545078,Sengkang
711,2021-01-01,1915h - 2010h,Downtown East (1 Pasir Ris Close),Market Square @ Downtown East,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.955013328302,1.3791844512804399,519599,Pasir Ris
712,2021-01-01,2015h - 2110h,Downtown East (1 Pasir Ris Close),FairPrice,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-jan-15-visited-by-community-cases-13967814,Added/ Updated on 2021-02-08,103.955013328302,1.3791844512804399,519599,Pasir Ris
713,2020-12-31,1900h - 2000h,Millenia Walk (9 Raffles Boulevard),Tomi Sushi Restaurant,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.85990023349899,1.29204605302049,039596,Singapore River
714,2020-12-29,0930h - 1020h,84 Marine Parade Central Market and Food Centre (84 Marine Parade Central),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.90633859544201,1.30228520823378,440084,Marine Parade
715,2020-12-29,1200h - 1300h,Takashimaya Shopping Centre (391 Orchard Road),Grand Jete Cafe & Bar,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.834980235031,1.3023693276664798,238872,Orchard
716,2020-12-29,2055h - 2300h,The Dragon Chamber (2 Circular Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.84895060577601,1.28810823356899,049358,Singapore River
717,2020-12-28,1000h - 1030h,Ghim Moh Market and Food Centre (20 Ghim Moh Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.788241408454,1.31091018371374,270020,Clementi
718,2020-12-28,1540h - 1645h,Parkway Parade (80 Marine Parade Road),Kids Fashion Bazaar,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.905113585904,1.30119130647653,NIL,Marine Parade
719,2020-12-28,1815h - 1950h,Ngee Ann City (391A Orchard Road),Takashimaya Department Store,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.834872603881,1.3024076927815702,NIL,Orchard
720,2020-12-28,2015h - 2120h,Tamaya Dining (45 Cuppage Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.84038273496799,1.30237441519567,229464,River Valley
721,2020-12-27,1100h - 1245h,Warong Nasi Partaman (738 North Bridge Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.859223827696,1.30288013201304,198706,Rochor
722,2020-12-27,1320h - 1355h,Tang Plaza (320 Orchard Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.83292334899299,1.30498440639276,NIL,Orchard
723,2020-12-27,1630h - 1945h,Vivocity (1 Harbourfront Walk),Cedele Bakery Cafe,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.82238251183,1.26427727331345,NIL,Bukit Merah
724,2020-12-26,1000h - 1030h,Ghim Moh Market and Food Centre (20 Ghim Moh Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.788241408454,1.31091018371374,270020,Clementi
725,2020-12-26,1350h - 1430h,313@somerset (313 Orchard Road),ZARA,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.838350465208,1.3009780821220902,238895,River Valley
726,2020-12-26,1805h - 1840h,Paragon (290 Orchard Road),Mayoral,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.83526664484002,1.30371084737898,238859,Orchard
727,2020-12-26,1810h - 1915h,Bedok Mall (311 New Upper Changi Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.92940545649,1.3246689739690802,467360,Bedok
728,2020-12-26,1850h - 2050h,Sheraton Towers Hotel (39 Scotts Road),Maetomo Restaurant & Bar,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.836494749213,1.31193535752975,228230,Newton
729,2020-12-26,1920h - 2015h,HoHo Korean Restaurant (106 Clementi Street 12),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.76981522628598,1.3219146728284599,120106,Clementi
730,2020-12-26,2015h - 2120h,Grindelwald Supermarket (108 Clementi Street 11),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.770265903384,1.32212392900686,120108,Clementi
731,2020-12-26,2200h - 2300h,New Hawa Restaurant (428 Changi Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.91175371911301,1.31869688711434,419871,Geylang
732,2020-12-25,0935h - 1015h,Kampong Glam Cafe (17 Bussorah Street),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.86002407640801,1.30129190610657,199438,Rochor
733,2020-12-25,1110h - 1155h,MEGA@Woodlands (39 Woodlands Close),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.806814786616,1.43801691667492,737856,Sembawang
734,2020-12-25,1410h - 1500h,Velocity@Novena Square (238 Thomson Road),Cedele Bakery Cafe,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.84384043050801,1.32045851808391,NIL,Novena
735,2020-12-25,1640h - 1735h,IKEA Alexandra (317 Alexandra Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.806034849631,1.28796619500179,159965,Queenstown
736,2020-12-25,1815h - 1850h,Takashimaya Shopping Centre (391 Orchard Road),Books Kinokuniya,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.834980235031,1.3023693276664798,238872,Orchard
737,2020-12-25,1930h - 2030h,Orchard Gateway (277 Orchard Road),Supply and Demand,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.839442780042,1.30044325279545,238858,River Valley
738,2020-12-25,1940h - 2100h,Paragon (290 Orchard Road),Privé Paragon,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.83526664484002,1.30371084737898,238859,Orchard
739,2020-12-24,1250h - 1330h,Cuppafield (445 Bukit Batok West Avenue 8),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.738268338696,1.3508226317805099,650445,Tengah
740,2020-12-24,1800h - 2200h,Choice@215 (215 Jurong East Street 21),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.73851447773899,1.3399332721751698,600215,Jurong East
741,2020-12-24,1850h - 2025h,Pitcotin@East Coast (382 Joo Chiat Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.903237013677,1.3078268867262501,427622,Marine Parade
742,2020-12-24,1915h - 2300h,Hogs Bar & Restaurant (382 Joo Chiat Road),,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.903237013677,1.3078268867262501,427622,Marine Parade
743,2020-12-24,2115h - 0000h,IMM (2 Jurong East Street 21),Haidilao Hot Pot,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.746638235324,1.33502430989432,NIL,Jurong East
744,2020-12-23,1600h - 1700h,Marina Bay Sands (10 Bayfront Avenue),Renku Bar & Lounge,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.858562162091,1.28257452719678,018956,Straits View
745,2020-12-23,1815h - 1950h,Amara Singapore (165 Tanjong Pagar Road),Bar-Roque Grill,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.843604715159,1.27491560487468,NIL,Marina East
746,2020-12-22,1045h - 1130h,Tanjong Pagar Centre (7 Wallich Street),Vision Lab Eyewear,https://www.channelnewsasia.com/news/singapore/covid-19-places-locations-visited-community-cases-jan-5-13897902,Added/Updated on 2021-01-11,103.845460373051,1.2767993451200301,078884,Marina East
747,2020-12-19,0855h - 0940h,Raffles City Shopping Centre (252 North Bridge Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.853331827088,1.29407644483072,179103,Museum
748,2020-12-19,0945h - 1025h,CityLink (1 Raffles Link),Coffee & Toast,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.855855224014,1.29198964778271,039393,Singapore River
749,2020-12-19,1055h - 1140h,NTUC FairPrice (Clementi Avenue 3),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.765680279865,1.31264808511529,120451,Clementi
750,2020-12-17,1805h - 1920h,Westgate (3 Gateway Drive),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.742722109979,1.3342947893069599,NIL,Jurong East
751,2020-12-12,0755h - 1005h,Prime Supermarket (962 Jurong West Street 91),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.691512648994,1.34180915377904,640962,Jurong West
752,2020-12-12,1240h - 1500h,Anchorpoint Shopping Centre (370 Alexandra Road),"Starbucks, tcc – The Connoisseur Concerto",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.80499950392901,1.2886032043528501,NIL,Queenstown
753,2020-12-11,1835h - 2025h,Takashimaya (391A Orchard Road),Takashimaya Department Store,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.834872603881,1.3024076927815702,NIL,Orchard
754,2020-12-10,1810h - 2000h,JCube (2 Jurong East Central 1),DON DON DONKI JCube,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.740191321438,1.33323785085838,609731,Jurong East
755,2020-12-09,1250h - 1815h,Anchorpoint Shopping Centre (370 Alexandra Road),"Starbucks, tcc – The Connoisseur Concerto",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-22,103.80499950392901,1.2886032043528501,NIL,Queenstown
756,2020-11-30,1755h - 2155h,Marina at Keppel Bay (2 Keppel Bay Vista),Sushi Jiro at Keppel Bay,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-06,103.81227271849899,1.26401259258308,098382,Bukit Merah
757,2020-11-28,1300h - 1330h,Makansutra   Gluttons Bay (8 Raffles Avenue),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.85595270768499,1.28966932376698,039802,Singapore River
758,2020-11-28,1800h - 2100h,The Central @ Clarke Quay (6 Eu Tong Sen Street) ,SQUE Rotisserie & Alehouse,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.846672365081,1.2889354168321798,NIL,Museum
759,2020-11-27,1420h - 1900h,Marina Bay Sands Casino (10 Bayfront Avenue),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.858562162091,1.28257452719678,018956,Straits View
760,2020-11-27,1930h - 2000h,The Central @ Clarke Quay (6 Eu Tong Sen Street) ,SQUE Rotisserie & Alehouse,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.846672365081,1.2889354168321798,NIL,Museum
761,2020-11-26,1800h - 1900h,S-11 Food Court (504 Bishan Street 11),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.848484732399,1.3493000458483702,570504,Bishan
762,2020-11-26,2055h - 2155h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-02,103.986978920249,1.35668185930095,NIL,Changi Airport
763,2020-11-25,1400h - 1500h,d.o.c   – Tanjong   Pagar   (21 Tanjong   Pagar   Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.844116761408,1.27948100992946,088444,Straits View
764,2020-11-25,1530h - 1800h,28Wilkie (28   Wilkie   Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.84885420818199,1.30215650857016,228051,Rochor
765,2020-11-25,2105h - 2210h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-02,103.986978920249,1.35668185930095,NIL,Changi Airport
766,2020-11-24,1730h - 1800h,The Centrepoint (176 Orchard Road) ,Dapur   Penyet,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.840034074858,1.3014504553708701,NIL,River Valley
767,2020-11-24,2105h - 2200h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-02,103.986978920249,1.35668185930095,NIL,Changi Airport
768,2020-11-23,1210h - 1245h,Mr Prata (476 Tampines Street 44),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-27,103.953548456326,1.36111329108331,520476,Tampines
769,2020-11-22,0855h - 1030h,Junction Nine Shopping Mall (18 Yishun Avenue 9),Wak Min Foodcourt,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-02,103.841600823354,1.4330319821511999,768897,Yishun
770,2020-11-22,2115h - 2215h,Changi Airport Terminal 3 (65 Airport Boulevard) ,Kopitiam,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-02,103.986978920249,1.35668185930095,NIL,Changi Airport
771,2020-11-21,0945h - 1130h,Tekka Centre (Bukit Timah Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-29,103.842792749529,1.31090270967523,229841,Newton
772,2020-11-21,1240h - 1730h,Marina Bay Sands Casino (10 Bayfront Avenue),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.858562162091,1.28257452719678,018956,Straits View
773,2020-11-21,1745h - 2055h,Tampines Mall (4 Tampines Central 5),Seoul Garden,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-27,103.94469623008301,1.35258025197038,529510,Tampines
774,2020-11-21,1800h - 1900h,The Central @ Clarke Quay (6 Eu Tong Sen Street) ,SQUE Rotisserie & Alehouse,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.846672365081,1.2889354168321798,NIL,Museum
775,2020-11-21,2050h - 2155h,NTUC FairPrice (301 Yishun Avenue 2),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-30,103.83505827360202,1.42951728655036,769093,Yishun
776,2020-11-20,1240h - 1330h,Masjid Ahmad (2 Lorong Sarhad),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-03,103.787215272507,1.2808727874194499,119173,Queenstown
777,2020-11-20,1800h - 1900h,The Central @ Clarke Quay (6 Eu Tong Sen Street) ,SQUE Rotisserie & Alehouse,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.846672365081,1.2889354168321798,NIL,Museum
778,2020-11-20,2120h - 2235h,Changi Airport Terminal 3 (65 Changi Boulevard) Public Area,Heavenly Wang,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-02,103.98621181585399,1.35640628728788,819663,Changi Airport
779,2020-11-19,0900h - 1000h,Geylang   Bahru Market and Food Centre (Block 69   Geylang   Bahru),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.870046130327,1.32139947024503,330069,Kallang
780,2020-11-19,2000h - 2045h,Masjid Temenggong Daeng Ibrahim (30 Telok Blangah Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-03,103.824254422691,1.26631495497006,098827,Bukit Merah
781,2020-11-19,2115h - 2215h,Changi Airport Terminal 3 (65 Changi Boulevard) Public Area,Heavenly Wang,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-02,103.98621181585399,1.35640628728788,819663,Changi Airport
782,2020-11-18,1800h - 1900h,ION Orchard (2 Orchard Turn),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.83177429663701,1.30419841973372,NIL,Orchard
783,2020-11-17,1130h - 1200h,Tekka   Centre (Bukit   Timah   Road) ,Allauddin’s   Briyani,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.842792749529,1.31090270967523,229841,Newton
784,2020-11-16,1550h - 1655h,New World Centre (1 Jalan Berseh),Hoe Kee Superstore Pte Ltd,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-29,103.85747836874,1.3074064495186002,NIL,Serangoon
785,2020-11-16,1700h - 1900h,Tekka   Centre (Bukit   Timah   Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-12-01,103.842792749529,1.31090270967523,229841,Newton
786,2020-11-16,1825h - 1900h,Mustafa Centre (145 Syed Alwi Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-29,103.85500205252899,1.31053493112423,207704,Serangoon
787,2020-11-16,1945h - 2030h,Mustafa Centre (145 Syed Alwi Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-29,103.85500205252899,1.31053493112423,207704,Serangoon
788,2020-11-16,2130h - 0030h,Hin   Sheng Coffee House (5 Lorong 18   Geylang   ),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,"Added/Updated on 2020-12-01, Overnight case",103.880791245429,1.3123364891677098,398789,Kallang
789,2020-11-15,1710h - 1750h,Northpoint City (930 Yishun Avenue 2),Jinjja Chicken,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-27,103.836107231373,1.42924414326245,769098,Yishun
790,2020-11-15,1720h - 1825h,COURTS Megastore (50 Tampines North Drive 2),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-29,103.933847009972,1.3735297640768303,528766,Pasir Ris
791,2020-11-14,0945h - 1045h,Tekka Centre (Bukit Timah Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-29,103.842792749529,1.31090270967523,229841,Newton
792,2020-11-14,1435h - 1537h,Northpoint City (930 Yishun Avenue 2),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-29,103.836107231373,1.42924414326245,769098,Yishun
793,2020-11-14,1915h - 1950h,Wisteria Mall (598 Yishun Ring Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-27,103.841236456898,1.41799926284039,768698,Yishun
794,2020-11-08,1145h - 1520h,Bugis Street (3 New Bugis Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.854935164999,1.30056609522079,188867,Rochor
795,2020-11-08,2030h - 2115h,Kopitiam @ Jurong East (10 Jurong East Street 12),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.742153884191,1.33329506563597,609690,Jurong East
796,2020-11-06,1745h - 1830h,Kopitiam @ Jurong East (10 Jurong East Street 12),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.742153884191,1.33329506563597,609690,Jurong East
797,2020-11-05,1300h - 1805h,Jurong Point (1 Jurong West Central 2),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.706685012654,1.33945200436318,NIL,Boon Lay
798,2020-11-04,1630h - 1700h,Kitchener Complex (809 French Road),Burger King,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.86205978417401,1.3083939667367,200809,Serangoon
799,2020-11-04,2000h - 2030h,V Hotel Lavender (70 Jellicoe Road),Kopitiam,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.86252557245001,1.30780928200515,208767,Serangoon
800,2020-11-03,1210h - 1255h,Mustafa Centre (145 Syed Alwi Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.85500205252899,1.31053493112423,207704,Serangoon
801,2020-11-03,1530h - 1855h,Bugis Street (3 New Bugis Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.854935164999,1.30056609522079,188867,Rochor
802,2020-11-01,2015h - 2300h,Bugis Street (3 New Bugis Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-11,103.854935164999,1.30056609522079,188867,Rochor
803,2020-10-30,1500h - 1630h,OCBC Centre (65 Chulia Street),OCBC Bank,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-06,103.849079163356,1.28504650688466,049513,Singapore River
804,2020-10-28,1710h - 1800h,Jem (50 Jurong Gateway Road),H&M,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-10-31,103.743262234833,1.3325523295069,NIL,Jurong East
805,2020-10-28,1810h - 1915h,Westgate (3 Gateway Drive),QCD Technology,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-10-31,103.742722109979,1.3342947893069599,NIL,Jurong East
806,2020-10-28,2330h - 0145h,Al-Hussain Restaurant (822 Tampines Street 81),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,"Added/Updated on 2020-11-06, Overnight case",103.93437977922899,1.3483423444086498,520822,Tampines
807,2020-10-26,1435h - 1520h,City Square Mall (180 Kitchener Road),McDonald’s,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-10-31,103.85678076298599,1.31147744952233,208539,Serangoon
808,2020-10-26,1655h - 1900h,Peninsula Shopping Centre (3 Coleman Street) ,Jetspeed Travel Pte Ltd,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-01,103.85016512189002,1.2918472228635902,179804,Museum
809,2020-10-24,1200h - 1335h,Mustafa Centre (145 Syed Alwi Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-10-31,103.85500205252899,1.31053493112423,207704,Serangoon
810,2020-10-23,2000h - 2100h,Bugis Junction (200 Victoria Street),Toast Box,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-10-28,103.855327952042,1.2990679819128799,NIL,Rochor
811,2020-10-22,0705h - 0740h,Changi Airport Terminal 3 (65 Changi Boulevard) Public Area,Heavenly Wang,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-11-03,103.98621181585399,1.35640628728788,819663,Changi Airport
